record_date,region,site,team,manager_name,shift,employee_id,scheduled_start_ts,actual_start_ts,is_late,adherence_minutes,total_tasks,completed_tasks,utilization_rate,tenure_band,cohort
2026-03-07,West,SEA2,Inbound,Manager C,Night,E6436,2026-03-07T14:00:00,2026-03-07T13:54:00,0,-6,51,50,0.914,0-3 months,New Hire
2026-01-02,West,PHX1,Support,Manager B,Night,E5915,2026-01-02T14:00:00,2026-01-02T14:00:00,0,0,56,42,0.687,3+ years,New Hire
2026-06-24,Central,SEA1,Support,Manager D,Morning,E3712,2026-06-24T06:00:00,2026-06-24T05:56:00,0,-4,53,43,0.733,3-12 months,New Hire
2026-05-10,East,PHX1,Support,Manager B,Afternoon,E2177,2026-05-10T14:00:00,2026-05-10T14:18:00,1,18,112,90,0.665,0-3 months,Experienced
2026-02-21,Central,DAL1,Support,Manager A,Afternoon,E5047,2026-02-21T08:00:00,2026-02-21T08:01:00,0,1,45,36,0.933,0-3 months,New Hire
2026-01-03,East,PHX1,Inbound,Manager D,Night,E6139,2026-01-03T08:00:00,2026-01-03T07:57:00,0,-3,114,91,0.682,0-3 months,Experienced
2026-06-20,Central,PHX1,Outbound,Manager A,Night,E3201,2026-06-20T06:00:00,2026-06-20T05:59:00,0,-1,73,71,0.723,3-12 months,Experienced
2026-06-09,East,SEA1,Support,Manager B,Night,E1526,2026-06-09T06:00:00,2026-06-09T06:04:00,1,4,96,81,0.859,1-3 years,Experienced
2026-03-23,Central,SEA1,Inbound,Manager C,Afternoon,E8839,2026-03-23T22:00:00,2026-03-23T21:59:00,0,-1,99,84,0.836,3-12 months,New Hire
2026-04-06,West,ATL1,Outbound,Manager A,Afternoon,E9117,2026-04-06T14:00:00,2026-04-06T13:59:00,0,-1,40,31,0.804,3-12 months,New Hire
2026-05-21,Central,PHX1,Inbound,Manager B,Afternoon,E9559,2026-05-21T06:00:00,2026-05-21T06:28:00,1,28,63,56,0.819,3-12 months,Experienced
2026-02-28,East,SEA2,Support,Manager A,Night,E5771,2026-02-28T14:00:00,2026-02-28T13:56:00,0,-4,61,51,0.68,1-3 years,Experienced
2026-01-01,West,ATL1,Support,Manager C,Night,E2152,2026-01-01T22:00:00,2026-01-01T22:01:00,0,1,117,110,0.646,0-3 months,New Hire
2026-02-18,Central,PHX1,Inbound,Manager A,Afternoon,E7820,2026-02-18T06:00:00,2026-02-18T05:57:00,0,-3,66,54,0.826,1-3 years,Experienced
2026-01-04,West,PHX1,Inbound,Manager C,Afternoon,E2502,2026-01-04T14:00:00,2026-01-04T14:20:00,1,20,77,76,0.589,3+ years,Experienced
2026-03-15,Central,DAL1,Inbound,Manager A,Morning,E5354,2026-03-15T06:00:00,2026-03-15T05:59:00,0,-1,115,86,0.941,3-12 months,New Hire
2026-02-03,Central,DAL1,Outbound,Manager A,Night,E7861,2026-02-03T06:00:00,2026-02-03T06:02:00,0,2,104,78,0.883,0-3 months,New Hire
2026-05-24,Central,DAL1,Support,Manager A,Morning,E4849,2026-05-24T06:00:00,2026-05-24T05:54:00,0,-6,75,59,0.575,0-3 months,Experienced
2026-04-29,East,SEA2,Support,Manager D,Afternoon,E8148,2026-04-29T08:00:00,2026-04-29T07:58:00,0,-2,96,77,0.798,0-3 months,New Hire
2026-03-25,Central,SEA1,Outbound,Manager C,Night,E2106,2026-03-25T06:00:00,2026-03-25T06:01:00,0,1,48,44,0.826,3+ years,Experienced
2026-05-30,East,SEA1,Outbound,Manager A,Morning,E7864,2026-05-30T08:00:00,2026-05-30T07:57:00,0,-3,58,49,0.743,3+ years,New Hire
2026-06-20,East,ATL1,Support,Manager D,Morning,E6160,2026-06-20T22:00:00,2026-06-20T22:02:00,1,2,48,45,0.652,1-3 years,Experienced
2026-01-21,East,SEA2,Support,Manager C,Morning,E2475,2026-01-21T08:00:00,2026-01-21T08:03:00,0,3,114,105,0.634,3-12 months,New Hire
2026-01-10,East,SEA2,Inbound,Manager C,Afternoon,E4925,2026-01-10T14:00:00,2026-01-10T13:58:00,0,-2,112,87,0.683,0-3 months,Experienced
2026-05-23,West,ATL1,Support,Manager D,Afternoon,E1454,2026-05-23T06:00:00,2026-05-23T06:19:00,1,19,40,32,0.721,0-3 months,New Hire
2026-04-22,East,ATL1,Support,Manager A,Afternoon,E9879,2026-04-22T06:00:00,2026-04-22T05:53:00,0,-7,107,96,0.836,3+ years,Experienced
2026-02-19,Central,DAL1,Outbound,Manager C,Morning,E1932,2026-02-19T22:00:00,2026-02-19T22:05:00,1,5,110,84,0.742,3-12 months,Experienced
2026-03-19,East,DAL1,Inbound,Manager B,Night,E7343,2026-03-19T08:00:00,2026-03-19T07:56:00,0,-4,61,57,0.814,0-3 months,New Hire
2026-02-03,West,SEA1,Support,Manager B,Afternoon,E9950,2026-02-03T14:00:00,2026-02-03T14:06:00,1,6,120,108,0.866,3+ years,New Hire
2026-01-05,East,DAL1,Inbound,Manager B,Morning,E6876,2026-01-05T06:00:00,2026-01-05T06:00:00,0,0,115,99,0.863,3+ years,New Hire
2026-04-30,West,PHX1,Support,Manager C,Afternoon,E1515,2026-04-30T22:00:00,2026-04-30T21:52:00,0,-8,110,98,0.673,3+ years,New Hire
2026-03-28,West,SEA1,Outbound,Manager D,Morning,E9397,2026-03-28T14:00:00,2026-03-28T13:56:00,0,-4,50,39,0.645,1-3 years,Experienced
2026-04-03,Central,SEA2,Outbound,Manager C,Afternoon,E2164,2026-04-03T08:00:00,2026-04-03T08:01:00,0,1,72,68,0.618,1-3 years,New Hire
2026-03-02,East,SEA2,Outbound,Manager C,Morning,E4498,2026-03-02T22:00:00,2026-03-02T21:58:00,0,-2,53,42,0.844,0-3 months,Experienced
2026-04-20,East,SEA2,Inbound,Manager A,Morning,E7888,2026-04-20T06:00:00,2026-04-20T06:03:00,0,3,71,61,0.927,3+ years,New Hire
2026-05-11,West,SEA1,Support,Manager C,Morning,E9463,2026-05-11T08:00:00,2026-05-11T07:54:00,0,-6,59,45,0.597,0-3 months,New Hire
2026-06-19,West,ATL1,Support,Manager B,Afternoon,E9458,2026-06-19T06:00:00,2026-06-19T05:55:00,0,-5,45,40,0.879,0-3 months,Experienced
2026-01-06,Central,SEA1,Inbound,Manager D,Night,E4870,2026-01-06T08:00:00,2026-01-06T08:02:00,0,2,104,94,0.768,3-12 months,Experienced
2026-06-14,Central,SEA2,Inbound,Manager C,Night,E8962,2026-06-14T22:00:00,2026-06-14T22:00:00,0,0,41,34,0.767,3+ years,New Hire
2026-04-28,West,ATL1,Support,Manager A,Afternoon,E6642,2026-04-28T22:00:00,2026-04-28T22:19:00,1,19,93,75,0.613,3+ years,Experienced
2026-05-12,Central,SEA1,Support,Manager B,Night,E7105,2026-05-12T14:00:00,2026-05-12T13:59:00,0,-1,43,41,0.781,1-3 years,New Hire
2026-02-09,West,ATL1,Support,Manager A,Night,E7580,2026-02-09T14:00:00,2026-02-09T14:30:00,1,30,89,78,0.77,3-12 months,New Hire
2026-03-27,Central,PHX1,Outbound,Manager D,Night,E9827,2026-03-27T22:00:00,2026-03-27T22:03:00,0,3,53,43,0.862,1-3 years,Experienced
2026-03-12,East,SEA2,Outbound,Manager B,Afternoon,E8289,2026-03-12T14:00:00,2026-03-12T13:54:00,0,-6,93,74,0.654,0-3 months,New Hire
2026-01-19,Central,PHX1,Outbound,Manager D,Night,E9510,2026-01-19T22:00:00,2026-01-19T22:03:00,0,3,77,63,0.72,1-3 years,New Hire
2026-05-15,West,DAL1,Inbound,Manager D,Morning,E3732,2026-05-15T14:00:00,2026-05-15T14:08:00,1,8,52,42,0.556,3-12 months,Experienced
2026-05-31,Central,SEA1,Outbound,Manager C,Afternoon,E1375,2026-05-31T22:00:00,2026-05-31T21:54:00,0,-6,62,60,0.785,1-3 years,Experienced
2026-02-24,West,SEA1,Outbound,Manager C,Night,E9122,2026-02-24T22:00:00,2026-02-24T22:03:00,0,3,90,83,0.577,1-3 years,Experienced
2026-04-23,East,DAL1,Support,Manager B,Afternoon,E1594,2026-04-23T14:00:00,2026-04-23T13:55:00,0,-5,95,85,0.822,3+ years,New Hire
2026-06-15,West,SEA2,Outbound,Manager A,Afternoon,E4197,2026-06-15T06:00:00,2026-06-15T05:56:00,0,-4,94,80,0.93,1-3 years,New Hire
2026-05-26,Central,SEA1,Outbound,Manager C,Afternoon,E4724,2026-05-26T22:00:00,2026-05-26T21:53:00,0,-7,65,52,0.876,0-3 months,Experienced
2026-02-04,West,PHX1,Outbound,Manager B,Night,E7409,2026-02-04T22:00:00,2026-02-04T22:33:00,1,33,85,68,0.653,0-3 months,New Hire
2026-02-01,East,ATL1,Inbound,Manager D,Afternoon,E9522,2026-02-01T14:00:00,2026-02-01T13:54:00,0,-6,66,64,0.568,1-3 years,Experienced
2026-05-02,East,DAL1,Inbound,Manager C,Morning,E7873,2026-05-02T14:00:00,2026-05-02T13:54:00,0,-6,42,39,0.585,3+ years,New Hire
2026-05-01,East,DAL1,Support,Manager C,Morning,E8206,2026-05-01T08:00:00,2026-05-01T08:33:00,1,33,109,84,0.776,1-3 years,New Hire
2026-05-21,East,ATL1,Inbound,Manager D,Night,E5433,2026-05-21T06:00:00,2026-05-21T06:23:00,1,23,53,50,0.85,3-12 months,New Hire
2026-04-30,East,SEA2,Inbound,Manager C,Afternoon,E9661,2026-04-30T22:00:00,2026-04-30T21:57:00,0,-3,97,90,0.763,3+ years,New Hire
2026-03-23,Central,DAL1,Outbound,Manager C,Morning,E4031,2026-03-23T14:00:00,2026-03-23T13:53:00,0,-7,79,75,0.942,3+ years,Experienced
2026-06-22,West,ATL1,Inbound,Manager A,Morning,E3375,2026-06-22T22:00:00,2026-06-22T21:54:00,0,-6,71,56,0.727,0-3 months,Experienced
2026-04-01,West,SEA2,Outbound,Manager B,Morning,E5441,2026-04-01T14:00:00,2026-04-01T14:01:00,0,1,97,83,0.831,0-3 months,Experienced
2026-06-29,West,ATL1,Outbound,Manager A,Night,E7528,2026-06-29T14:00:00,2026-06-29T13:56:00,0,-4,64,50,0.697,3-12 months,New Hire
2026-05-10,West,DAL1,Outbound,Manager C,Afternoon,E2111,2026-05-10T22:00:00,2026-05-10T22:00:00,0,0,76,57,0.556,0-3 months,Experienced
2026-06-01,East,DAL1,Support,Manager A,Afternoon,E8245,2026-06-01T14:00:00,2026-06-01T14:26:00,1,26,93,90,0.939,3-12 months,New Hire
2026-05-07,East,DAL1,Support,Manager A,Night,E8977,2026-05-07T08:00:00,2026-05-07T08:03:00,0,3,103,92,0.789,3-12 months,New Hire
2026-05-08,East,SEA2,Inbound,Manager A,Night,E4128,2026-05-08T08:00:00,2026-05-08T08:13:00,1,13,91,88,0.662,0-3 months,Experienced
2026-06-24,East,DAL1,Outbound,Manager D,Afternoon,E3917,2026-06-24T08:00:00,2026-06-24T07:56:00,0,-4,81,69,0.904,3-12 months,Experienced
2026-01-06,West,PHX1,Outbound,Manager D,Night,E7133,2026-01-06T14:00:00,2026-01-06T14:00:00,0,0,76,66,0.772,1-3 years,Experienced
2026-05-03,West,SEA2,Inbound,Manager B,Morning,E8418,2026-05-03T14:00:00,2026-05-03T14:01:00,0,1,59,47,0.869,0-3 months,Experienced
2026-02-14,Central,SEA2,Support,Manager A,Night,E3570,2026-02-14T14:00:00,2026-02-14T13:55:00,0,-5,99,95,0.621,1-3 years,New Hire
2026-05-27,West,ATL1,Outbound,Manager D,Afternoon,E3880,2026-05-27T22:00:00,2026-05-27T22:02:00,0,2,83,67,0.736,3-12 months,New Hire
2026-05-05,Central,SEA1,Support,Manager A,Afternoon,E1581,2026-05-05T08:00:00,2026-05-05T07:52:00,0,-8,62,60,0.61,3-12 months,New Hire
2026-06-14,East,SEA2,Inbound,Manager D,Night,E7700,2026-06-14T06:00:00,2026-06-14T05:52:00,0,-8,47,39,0.674,1-3 years,New Hire
2026-05-27,West,ATL1,Outbound,Manager C,Afternoon,E1621,2026-05-27T08:00:00,2026-05-27T08:13:00,1,13,62,58,0.897,3-12 months,New Hire
2026-03-18,Central,ATL1,Inbound,Manager A,Morning,E1896,2026-03-18T14:00:00,2026-03-18T13:53:00,0,-7,40,35,0.677,1-3 years,New Hire
2026-05-29,West,DAL1,Inbound,Manager D,Afternoon,E9343,2026-05-29T08:00:00,2026-05-29T07:53:00,0,-7,87,83,0.937,3-12 months,New Hire
2026-02-13,West,SEA1,Support,Manager B,Morning,E3930,2026-02-13T14:00:00,2026-02-13T14:01:00,0,1,87,66,0.56,3-12 months,New Hire
2026-01-31,West,ATL1,Support,Manager B,Night,E5638,2026-01-31T08:00:00,2026-01-31T08:00:00,0,0,80,78,0.885,3-12 months,Experienced
2026-03-01,East,SEA1,Inbound,Manager A,Morning,E2382,2026-03-01T14:00:00,2026-03-01T14:01:00,0,1,50,42,0.587,1-3 years,New Hire
2026-06-24,East,SEA1,Outbound,Manager D,Morning,E9850,2026-06-24T08:00:00,2026-06-24T07:56:00,0,-4,62,59,0.892,0-3 months,Experienced
2026-06-17,East,PHX1,Support,Manager C,Morning,E9803,2026-06-17T08:00:00,2026-06-17T07:53:00,0,-7,119,114,0.737,0-3 months,Experienced
2026-04-15,East,SEA1,Inbound,Manager A,Night,E8305,2026-04-15T08:00:00,2026-04-15T08:18:00,1,18,66,61,0.876,0-3 months,New Hire
2026-06-20,West,SEA1,Outbound,Manager B,Morning,E1486,2026-06-20T14:00:00,2026-06-20T13:58:00,0,-2,73,66,0.702,0-3 months,New Hire
2026-06-11,East,DAL1,Outbound,Manager C,Morning,E3068,2026-06-11T08:00:00,2026-06-11T08:14:00,1,14,118,101,0.699,0-3 months,Experienced
2026-04-07,West,DAL1,Support,Manager D,Night,E8600,2026-04-07T14:00:00,2026-04-07T13:53:00,0,-7,94,80,0.886,1-3 years,Experienced
2026-01-05,East,SEA2,Outbound,Manager D,Morning,E8448,2026-01-05T06:00:00,2026-01-05T06:13:00,1,13,71,64,0.616,0-3 months,Experienced
2026-06-20,West,SEA1,Support,Manager D,Afternoon,E3997,2026-06-20T08:00:00,2026-06-20T08:00:00,0,0,100,99,0.886,0-3 months,New Hire
2026-06-27,Central,ATL1,Outbound,Manager C,Night,E9517,2026-06-27T08:00:00,2026-06-27T08:01:00,1,1,58,49,0.587,1-3 years,Experienced
2026-06-25,West,SEA1,Outbound,Manager B,Afternoon,E7676,2026-06-25T06:00:00,2026-06-25T06:35:00,1,35,73,64,0.799,0-3 months,Experienced
2026-03-27,East,DAL1,Inbound,Manager C,Night,E8553,2026-03-27T08:00:00,2026-03-27T07:52:00,0,-8,83,76,0.724,0-3 months,Experienced
2026-02-07,West,SEA2,Support,Manager A,Afternoon,E4144,2026-02-07T06:00:00,2026-02-07T05:55:00,0,-5,68,55,0.949,1-3 years,New Hire
2026-01-06,East,DAL1,Outbound,Manager B,Night,E6584,2026-01-06T08:00:00,2026-01-06T07:52:00,0,-8,62,60,0.927,3-12 months,New Hire
2026-06-14,Central,DAL1,Outbound,Manager A,Afternoon,E8161,2026-06-14T14:00:00,2026-06-14T13:56:00,0,-4,72,54,0.765,1-3 years,Experienced
2026-01-21,East,PHX1,Inbound,Manager C,Night,E5928,2026-01-21T22:00:00,2026-01-21T21:56:00,0,-4,77,72,0.949,3-12 months,New Hire
2026-06-01,West,PHX1,Outbound,Manager C,Afternoon,E8417,2026-06-01T14:00:00,2026-06-01T13:53:00,0,-7,63,59,0.634,1-3 years,Experienced
2026-03-11,Central,SEA2,Inbound,Manager B,Night,E3544,2026-03-11T08:00:00,2026-03-11T08:01:00,0,1,82,75,0.906,3+ years,Experienced
2026-02-26,East,PHX1,Outbound,Manager C,Night,E5670,2026-02-26T06:00:00,2026-02-26T06:20:00,1,20,96,84,0.82,0-3 months,Experienced
2026-02-20,West,ATL1,Inbound,Manager A,Night,E2715,2026-02-20T08:00:00,2026-02-20T07:57:00,0,-3,112,105,0.689,0-3 months,Experienced
2026-04-08,Central,SEA2,Inbound,Manager D,Morning,E4649,2026-04-08T08:00:00,2026-04-08T07:58:00,0,-2,87,83,0.885,3+ years,New Hire
2026-01-01,West,PHX1,Inbound,Manager B,Night,E8511,2026-01-01T06:00:00,2026-01-01T05:52:00,0,-8,50,41,0.879,1-3 years,Experienced
2026-04-14,East,SEA1,Outbound,Manager D,Afternoon,E4197,2026-04-14T14:00:00,2026-04-14T13:57:00,0,-3,119,117,0.608,3+ years,New Hire
2026-04-05,East,DAL1,Support,Manager A,Afternoon,E7443,2026-04-05T22:00:00,2026-04-05T21:53:00,0,-7,94,92,0.696,1-3 years,Experienced
2026-04-13,West,SEA1,Inbound,Manager B,Afternoon,E1912,2026-04-13T14:00:00,2026-04-13T13:57:00,0,-3,105,89,0.729,3+ years,Experienced
2026-04-28,Central,ATL1,Support,Manager B,Morning,E4290,2026-04-28T22:00:00,2026-04-28T22:01:00,0,1,92,90,0.641,3+ years,New Hire
2026-05-09,Central,SEA1,Outbound,Manager B,Afternoon,E5746,2026-05-09T14:00:00,2026-05-09T13:55:00,0,-5,103,92,0.664,0-3 months,Experienced
2026-02-25,East,SEA2,Support,Manager A,Afternoon,E1739,2026-02-25T08:00:00,2026-02-25T08:31:00,1,31,108,106,0.741,1-3 years,New Hire
2026-03-14,East,SEA1,Outbound,Manager A,Morning,E1907,2026-03-14T14:00:00,2026-03-14T14:03:00,0,3,86,84,0.794,3+ years,New Hire
2026-05-11,Central,DAL1,Support,Manager D,Afternoon,E8030,2026-05-11T14:00:00,2026-05-11T14:00:00,0,0,87,83,0.911,0-3 months,New Hire
2026-04-07,East,SEA2,Inbound,Manager D,Afternoon,E3322,2026-04-07T08:00:00,2026-04-07T07:54:00,0,-6,103,79,0.799,0-3 months,Experienced
2026-02-27,West,DAL1,Outbound,Manager D,Night,E9004,2026-02-27T22:00:00,2026-02-27T21:55:00,0,-5,117,89,0.915,3-12 months,Experienced
2026-06-24,East,SEA2,Inbound,Manager D,Night,E8085,2026-06-24T22:00:00,2026-06-24T21:59:00,0,-1,92,70,0.654,3+ years,Experienced
2026-06-27,East,SEA1,Outbound,Manager A,Afternoon,E3083,2026-06-27T22:00:00,2026-06-27T21:54:00,0,-6,90,69,0.835,3-12 months,Experienced
2026-05-30,Central,PHX1,Outbound,Manager B,Night,E9814,2026-05-30T14:00:00,2026-05-30T13:56:00,0,-4,116,115,0.732,3-12 months,Experienced
2026-01-25,East,ATL1,Inbound,Manager A,Night,E5001,2026-01-25T14:00:00,2026-01-25T13:57:00,0,-3,101,88,0.578,3-12 months,New Hire
2026-05-06,West,SEA2,Inbound,Manager A,Night,E1659,2026-05-06T06:00:00,2026-05-06T05:58:00,0,-2,101,75,0.627,1-3 years,New Hire
2026-06-03,East,ATL1,Outbound,Manager A,Night,E6964,2026-06-03T08:00:00,2026-06-03T07:58:00,0,-2,63,52,0.797,3+ years,New Hire
2026-01-17,West,SEA2,Support,Manager D,Morning,E5236,2026-01-17T06:00:00,2026-01-17T06:00:00,0,0,89,71,0.827,0-3 months,Experienced
2026-03-10,West,DAL1,Outbound,Manager D,Morning,E6371,2026-03-10T06:00:00,2026-03-10T06:02:00,0,2,52,41,0.551,1-3 years,Experienced
2026-02-19,East,SEA1,Inbound,Manager C,Night,E8839,2026-02-19T22:00:00,2026-02-19T21:52:00,0,-8,105,93,0.552,1-3 years,Experienced
2026-04-03,West,SEA1,Outbound,Manager B,Morning,E8511,2026-04-03T14:00:00,2026-04-03T13:53:00,0,-7,67,59,0.789,3-12 months,Experienced
2026-06-21,Central,PHX1,Outbound,Manager C,Night,E4313,2026-06-21T14:00:00,2026-06-21T14:00:00,0,0,119,89,0.894,0-3 months,New Hire
2026-06-01,Central,SEA2,Inbound,Manager C,Afternoon,E7025,2026-06-01T14:00:00,2026-06-01T14:02:00,0,2,96,87,0.618,3+ years,Experienced
2026-02-28,East,SEA2,Outbound,Manager A,Morning,E8134,2026-02-28T22:00:00,2026-02-28T22:06:00,1,6,92,73,0.725,3-12 months,New Hire
2026-04-28,Central,SEA2,Support,Manager C,Morning,E8330,2026-04-28T08:00:00,2026-04-28T08:02:00,0,2,71,60,0.856,0-3 months,New Hire
2026-01-30,Central,SEA1,Inbound,Manager C,Night,E7637,2026-01-30T14:00:00,2026-01-30T13:58:00,0,-2,59,53,0.63,3-12 months,New Hire
2026-03-03,Central,SEA2,Outbound,Manager D,Morning,E3109,2026-03-03T14:00:00,2026-03-03T14:12:00,1,12,42,40,0.679,0-3 months,New Hire
2026-06-13,Central,SEA1,Support,Manager B,Afternoon,E1544,2026-06-13T22:00:00,2026-06-13T21:59:00,0,-1,57,53,0.815,3-12 months,Experienced
2026-04-05,East,PHX1,Outbound,Manager B,Night,E1911,2026-04-05T22:00:00,2026-04-05T22:02:00,0,2,46,39,0.806,3+ years,New Hire
2026-01-04,East,SEA1,Support,Manager D,Night,E4700,2026-01-04T22:00:00,2026-01-04T21:56:00,0,-4,69,62,0.679,1-3 years,Experienced
2026-06-17,Central,SEA1,Support,Manager A,Afternoon,E2328,2026-06-17T22:00:00,2026-06-17T21:57:00,0,-3,94,75,0.706,0-3 months,New Hire
2026-03-04,Central,SEA2,Inbound,Manager B,Morning,E4748,2026-03-04T08:00:00,2026-03-04T08:26:00,1,26,103,81,0.751,0-3 months,New Hire
2026-04-16,East,SEA2,Inbound,Manager B,Afternoon,E6626,2026-04-16T06:00:00,2026-04-16T05:56:00,0,-4,56,42,0.608,0-3 months,Experienced
2026-02-04,West,ATL1,Inbound,Manager A,Afternoon,E2068,2026-02-04T14:00:00,2026-02-04T14:00:00,0,0,111,103,0.784,1-3 years,New Hire
2026-06-12,Central,DAL1,Outbound,Manager D,Night,E8020,2026-06-12T22:00:00,2026-06-12T22:03:00,0,3,73,61,0.925,3+ years,New Hire
2026-06-07,Central,SEA1,Support,Manager D,Morning,E5761,2026-06-07T08:00:00,2026-06-07T07:52:00,0,-8,70,68,0.933,3+ years,Experienced
2026-03-01,Central,SEA1,Support,Manager B,Night,E6707,2026-03-01T14:00:00,2026-03-01T13:59:00,0,-1,43,35,0.91,1-3 years,New Hire
2026-05-23,East,PHX1,Support,Manager D,Night,E1733,2026-05-23T08:00:00,2026-05-23T07:54:00,0,-6,52,39,0.657,1-3 years,Experienced
2026-06-25,East,ATL1,Support,Manager C,Night,E7972,2026-06-25T22:00:00,2026-06-25T22:01:00,0,1,105,84,0.901,0-3 months,New Hire
2026-04-30,East,SEA2,Inbound,Manager C,Night,E5130,2026-04-30T14:00:00,2026-04-30T13:59:00,0,-1,94,88,0.933,3-12 months,Experienced
2026-01-11,East,ATL1,Outbound,Manager C,Afternoon,E4228,2026-01-11T08:00:00,2026-01-11T08:00:00,0,0,120,107,0.92,3-12 months,New Hire
2026-04-04,Central,DAL1,Outbound,Manager D,Morning,E9237,2026-04-04T08:00:00,2026-04-04T08:02:00,0,2,50,49,0.825,0-3 months,Experienced
2026-04-24,Central,PHX1,Support,Manager C,Night,E2762,2026-04-24T06:00:00,2026-04-24T05:54:00,0,-6,114,90,0.756,1-3 years,New Hire
2026-05-23,West,PHX1,Support,Manager B,Afternoon,E6678,2026-05-23T22:00:00,2026-05-23T22:33:00,1,33,113,90,0.86,3+ years,Experienced
2026-05-14,West,ATL1,Outbound,Manager D,Night,E5261,2026-05-14T22:00:00,2026-05-14T22:18:00,1,18,50,42,0.843,0-3 months,Experienced
2026-05-22,West,PHX1,Support,Manager A,Night,E5531,2026-05-22T22:00:00,2026-05-22T22:26:00,1,26,92,73,0.602,3+ years,New Hire
2026-01-09,East,PHX1,Support,Manager D,Night,E7284,2026-01-09T08:00:00,2026-01-09T07:58:00,0,-2,83,79,0.684,3+ years,Experienced
2026-04-28,West,DAL1,Inbound,Manager B,Morning,E6864,2026-04-28T08:00:00,2026-04-28T07:53:00,0,-7,61,49,0.775,1-3 years,Experienced
2026-06-06,West,PHX1,Support,Manager A,Night,E3599,2026-06-06T14:00:00,2026-06-06T13:57:00,0,-3,48,43,0.714,3+ years,Experienced
2026-02-06,West,ATL1,Inbound,Manager D,Morning,E4700,2026-02-06T06:00:00,2026-02-06T06:24:00,1,24,115,98,0.94,0-3 months,Experienced
2026-04-25,East,SEA2,Inbound,Manager B,Afternoon,E2603,2026-04-25T08:00:00,2026-04-25T08:03:00,0,3,102,100,0.934,0-3 months,Experienced
2026-02-04,Central,ATL1,Support,Manager D,Afternoon,E8234,2026-02-04T14:00:00,2026-02-04T14:00:00,0,0,87,66,0.657,3+ years,New Hire
2026-04-09,Central,SEA1,Outbound,Manager B,Night,E9379,2026-04-09T08:00:00,2026-04-09T08:01:00,0,1,91,71,0.844,3+ years,New Hire
2026-01-24,East,ATL1,Support,Manager B,Morning,E1744,2026-01-24T06:00:00,2026-01-24T05:56:00,0,-4,74,56,0.602,3-12 months,Experienced
2026-06-19,East,PHX1,Support,Manager B,Night,E6161,2026-06-19T22:00:00,2026-06-19T21:56:00,0,-4,47,45,0.922,1-3 years,New Hire
2026-01-01,East,ATL1,Support,Manager C,Afternoon,E6554,2026-01-01T14:00:00,2026-01-01T13:54:00,0,-6,104,90,0.92,3+ years,Experienced
2026-03-22,East,ATL1,Outbound,Manager A,Afternoon,E6024,2026-03-22T08:00:00,2026-03-22T07:57:00,0,-3,67,62,0.88,0-3 months,New Hire
2026-02-21,Central,SEA2,Inbound,Manager D,Morning,E5694,2026-02-21T22:00:00,2026-02-21T21:52:00,0,-8,106,82,0.804,0-3 months,New Hire
2026-01-07,Central,SEA2,Inbound,Manager C,Afternoon,E9304,2026-01-07T14:00:00,2026-01-07T13:53:00,0,-7,113,111,0.587,3+ years,Experienced
2026-03-12,West,ATL1,Inbound,Manager B,Afternoon,E1583,2026-03-12T08:00:00,2026-03-12T08:21:00,1,21,58,53,0.754,0-3 months,New Hire
2026-04-07,West,PHX1,Outbound,Manager B,Afternoon,E6779,2026-04-07T08:00:00,2026-04-07T07:53:00,0,-7,120,109,0.6,3+ years,New Hire
2026-03-06,Central,SEA2,Outbound,Manager B,Afternoon,E7014,2026-03-06T14:00:00,2026-03-06T13:54:00,0,-6,44,37,0.919,3+ years,Experienced
2026-05-07,Central,SEA2,Inbound,Manager D,Afternoon,E6981,2026-05-07T06:00:00,2026-05-07T06:04:00,1,4,112,109,0.94,3+ years,Experienced
2026-03-01,West,PHX1,Outbound,Manager C,Night,E6741,2026-03-01T08:00:00,2026-03-01T07:59:00,0,-1,51,50,0.74,3+ years,New Hire
2026-06-26,West,DAL1,Inbound,Manager D,Night,E9658,2026-06-26T06:00:00,2026-06-26T06:00:00,0,0,51,42,0.786,3+ years,New Hire
2026-03-02,Central,DAL1,Outbound,Manager A,Night,E7591,2026-03-02T08:00:00,2026-03-02T07:59:00,0,-1,48,42,0.741,3-12 months,New Hire
2026-01-03,Central,SEA1,Outbound,Manager A,Afternoon,E9452,2026-01-03T06:00:00,2026-01-03T05:56:00,0,-4,45,38,0.681,1-3 years,New Hire
2026-01-15,West,DAL1,Support,Manager D,Morning,E1885,2026-01-15T08:00:00,2026-01-15T07:53:00,0,-7,78,66,0.632,3-12 months,Experienced
2026-06-12,East,SEA2,Outbound,Manager B,Morning,E5506,2026-06-12T14:00:00,2026-06-12T14:02:00,0,2,94,73,0.645,3+ years,New Hire
2026-01-24,Central,DAL1,Inbound,Manager C,Night,E3660,2026-01-24T08:00:00,2026-01-24T08:03:00,0,3,60,59,0.602,3-12 months,Experienced
2026-02-04,West,SEA1,Outbound,Manager B,Morning,E3412,2026-02-04T06:00:00,2026-02-04T05:56:00,0,-4,105,100,0.725,3+ years,New Hire
2026-05-09,East,SEA1,Inbound,Manager B,Night,E2130,2026-05-09T06:00:00,2026-05-09T06:26:00,1,26,106,93,0.627,3-12 months,Experienced
2026-05-10,East,DAL1,Outbound,Manager C,Morning,E3040,2026-05-10T08:00:00,2026-05-10T08:00:00,0,0,107,104,0.669,3+ years,New Hire
