plan_week,region,node_type,origin_node,destination_node,lane_id,ship_method,forecasted_packages,actual_packages,planned_capacity,available_capacity,capacity_utilization,volume_variance,forecast_error_pct,cost_per_package,on_time_delivery_rate,missed_promise_units,backlog_units,labor_hours,trailer_count
2026-05-18,South,Delivery Station,RDU2,CLT5,RDU2-CLT5,Linehaul,104121,105207,124600,19393,0.8444,1086,0.0104,1.1,0.9408,6470,516,8219,70
2026-05-18,South,Delivery Station,RDU2,CLT5,RDU2-CLT5,Ground,102331,94139,107245,13106,0.8778,-8192,-0.0801,1.27,0.9669,3571,1342,8623,60
2026-05-18,West,Sort Center,DEN4,SLC2,DEN4-SLC2,Linehaul,84847,91762,91463,-299,1.0033,6915,0.0815,1.15,0.9456,5675,2412,6978,57
2026-05-18,West,Delivery Station,DEN4,SLC2,DEN4-SLC2,Ground,19815,17976,20802,2826,0.8641,-1839,-0.0928,1.43,0.9838,236,163,1587,11
2026-05-18,West,Fulfillment Center,DEN4,SLC2,DEN4-SLC2,Ground,145087,155576,172654,17078,0.9011,10489,0.0723,1.44,0.954,5981,2120,10556,102
2026-05-18,West,Fulfillment Center,DEN4,SLC2,DEN4-SLC2,Same-Day,24243,24741,28454,3713,0.8695,498,0.0205,2.21,0.9835,295,236,2393,15
2026-05-18,West,Fulfillment Center,DEN4,SLC2,DEN4-SLC2,Ground,139699,149779,165600,15821,0.9045,10080,0.0722,1.25,0.9662,5689,419,9888,87
2026-05-18,West,Fulfillment Center,DEN4,SLC2,DEN4-SLC2,Ground,81826,86495,87772,1277,0.9855,4669,0.0571,1.43,0.9366,4904,479,6097,55
2026-05-18,West,Delivery Station,DEN4,SLC2,DEN4-SLC2,Ground,32980,28798,34107,5309,0.8443,-4182,-0.1268,1.27,0.98,555,1301,1819,23
2026-05-18,West,Fulfillment Center,LAS7,PHX3,LAS7-PHX3,Ground,119622,111327,131346,20019,0.8476,-8295,-0.0693,1.22,0.9705,2726,469,10339,64
2026-05-18,West,Sort Center,LAS7,PHX3,LAS7-PHX3,Ground,76825,76582,90208,13626,0.8489,-243,-0.0032,1.3,0.9394,3306,2724,5376,49
2026-05-18,West,Fulfillment Center,LAS7,PHX3,LAS7-PHX3,Air,73775,82027,90353,8326,0.9079,8252,0.1119,2.17,0.9381,3693,2246,7891,51
2026-05-18,West,Fulfillment Center,LAS7,PHX3,LAS7-PHX3,Linehaul,143251,144708,149581,4873,0.9674,1457,0.0102,1.42,0.9692,4546,979,9635,80
2026-05-18,West,Fulfillment Center,LAS7,PHX3,LAS7-PHX3,Linehaul,35493,34167,37630,3463,0.908,-1326,-0.0374,1.46,0.9749,978,2621,2879,26
2026-05-18,West,Sort Center,LAS7,PHX3,LAS7-PHX3,Air,73093,85673,85093,-580,1.0068,12580,0.1721,2.02,0.9315,5609,947,5362,50
2026-05-18,West,Delivery Station,LAX9,SAN5,LAX9-SAN5,Ground,26758,32368,27461,-4907,1.1787,5610,0.2097,1.58,0.9323,1541,5036,2768,18
2026-05-18,West,Sort Center,LAX9,SAN5,LAX9-SAN5,Linehaul,110749,121743,125089,3346,0.9733,10994,0.0993,1.16,0.97,4248,2179,10775,84
2026-05-18,West,Sort Center,LAX9,SAN5,LAX9-SAN5,Same-Day,26254,25712,25564,-148,1.0058,-542,-0.0206,2.44,0.9607,935,624,2200,20
2026-05-18,West,Sort Center,LAX9,SAN5,LAX9-SAN5,Same-Day,66604,64945,60131,-4814,1.0801,-1659,-0.0249,2.49,0.9614,2414,5099,5647,38
2026-05-18,West,Fulfillment Center,LAX9,SAN5,LAX9-SAN5,Linehaul,169911,147523,181521,33998,0.8127,-22388,-0.1318,1.29,0.9667,4236,716,13252,100
2026-05-18,West,Fulfillment Center,LAX9,SAN5,LAX9-SAN5,Ground,104518,109588,114737,5149,0.9551,5070,0.0485,1.53,0.948,5645,205,9973,91
2026-05-18,West,Sort Center,PDX5,SFO9,PDX5-SFO9,Same-Day,12623,13935,13186,-749,1.0568,1312,0.1039,2.23,0.9524,772,2233,1061,8
2026-05-18,West,Delivery Station,PDX5,SFO9,PDX5-SFO9,Ground,18759,21193,20768,-425,1.0205,2434,0.1298,1.4,0.9419,884,1384,1336,16
2026-05-18,West,Delivery Station,PDX5,SFO9,PDX5-SFO9,Ground,28617,29623,34010,4387,0.871,1006,0.0352,1.43,0.9729,634,3134,2061,21
2026-05-18,West,Sort Center,PDX5,SFO9,PDX5-SFO9,Linehaul,104003,118079,119448,1369,0.9885,14076,0.1353,1.28,0.9379,6474,1155,7982,66
2026-05-18,West,Delivery Station,PDX5,SFO9,PDX5-SFO9,Ground,67312,82191,79182,-3009,1.038,14879,0.221,1.23,0.9602,2924,4062,6528,45
2026-05-18,West,Sort Center,PHX3,LAS7,PHX3-LAS7,Ground,87573,87867,93341,5474,0.9414,294,0.0034,1.19,0.9511,3417,871,6101,65
2026-05-18,West,Sort Center,SEA1,PDX5,SEA1-PDX5,Ground,91269,85010,98871,13861,0.8598,-6259,-0.0686,1.49,0.9652,3163,1964,5725,62
2026-05-18,West,Sort Center,SEA1,PDX5,SEA1-PDX5,Ground,104115,103003,110147,7144,0.9351,-1112,-0.0107,1.58,0.9463,5731,594,7216,62
2026-05-18,West,Sort Center,SEA1,PDX5,SEA1-PDX5,Ground,79373,87637,92616,4979,0.9462,8264,0.1041,1.19,0.9525,3427,820,5557,51
2026-05-18,West,Fulfillment Center,SFO9,LAX9,SFO9-LAX9,Ground,69651,67725,74857,7132,0.9047,-1926,-0.0277,1.59,0.9572,2223,1230,4650,44
2026-05-18,West,Sort Center,SFO9,LAX9,SFO9-LAX9,Ground,88036,106346,106136,-210,1.002,18310,0.208,1.29,0.9684,3009,677,8787,79
2026-05-18,West,Sort Center,SFO9,LAX9,SFO9-LAX9,Ground,84720,90585,87231,-3354,1.0384,5865,0.0692,1.41,0.9514,4460,4777,6776,52
2026-05-18,West,Fulfillment Center,SFO9,LAX9,SFO9-LAX9,Air,94835,104796,103059,-1737,1.0169,9961,0.105,1.81,0.9652,3315,1990,9581,63
2026-05-18,West,Delivery Station,SFO9,LAX9,SFO9-LAX9,Ground,41462,39681,51572,11891,0.7694,-1781,-0.043,1.52,0.9778,1030,1186,2625,27
2026-05-18,West,Sort Center,SLC2,DEN4,SLC2-DEN4,Ground,115626,117689,131687,13998,0.8937,2063,0.0178,1.29,0.9484,5128,1112,7563,84
2026-05-18,West,Delivery Station,SLC2,DEN4,SLC2-DEN4,Ground,56192,53169,64492,11323,0.8244,-3023,-0.0538,1.29,0.9601,2506,593,5259,33
2026-05-18,West,Fulfillment Center,SLC2,DEN4,SLC2-DEN4,Ground,107816,101877,126086,24209,0.808,-5939,-0.0551,1.34,0.9495,4660,611,6616,76
2026-05-18,West,Fulfillment Center,SLC2,DEN4,SLC2-DEN4,Ground,112854,126435,118602,-7833,1.066,13581,0.1203,1.47,0.9435,8055,8599,9810,93
2026-05-18,West,Delivery Station,SLC2,DEN4,SLC2-DEN4,Ground,70823,76762,79289,2527,0.9681,5939,0.0839,1.51,0.9606,2600,1033,6129,42
2026-05-25,Central,Fulfillment Center,DFW7,IAH3,DFW7-IAH3,Ground,122944,131059,130812,-247,1.0019,8115,0.066,1.46,0.9582,4487,939,12346,73
2026-05-25,Central,Delivery Station,DFW7,IAH3,DFW7-IAH3,Ground,77298,78247,74766,-3481,1.0466,949,0.0123,1.58,0.9492,2987,5319,6659,45
2026-05-25,Central,Delivery Station,DFW7,IAH3,DFW7-IAH3,Ground,130535,150877,134399,-16478,1.1226,20342,0.1558,1.25,0.9385,8399,18931,10623,113
2026-05-25,Central,Fulfillment Center,DFW7,IAH3,DFW7-IAH3,Ground,76132,79269,92292,13023,0.8589,3137,0.0412,1.45,0.9364,3787,1544,7062,47
2026-05-25,Central,Fulfillment Center,IND9,ORD3,IND9-ORD3,Ground,142827,155152,151346,-3806,1.0251,12325,0.0863,1.56,0.9626,4677,4090,10414,128
2026-05-25,Central,Sort Center,IND9,ORD3,IND9-ORD3,Ground,84508,83663,86913,3250,0.9626,-845,-0.01,1.39,0.9701,2719,353,5888,46
2026-05-25,Central,Sort Center,IND9,ORD3,IND9-ORD3,Ground,27079,27209,28241,1032,0.9635,130,0.0048,1.28,0.947,1083,117,1825,20
2026-05-25,Central,Sort Center,MSP2,ORD3,MSP2-ORD3,Ground,45287,45084,48914,3830,0.9217,-203,-0.0045,1.42,0.9656,1393,627,3066,30
2026-05-25,Central,Delivery Station,MSP2,ORD3,MSP2-ORD3,Ground,44968,42055,51555,9500,0.8157,-2913,-0.0648,1.23,0.9517,1999,229,3766,24
2026-05-25,Central,Fulfillment Center,MSP2,ORD3,MSP2-ORD3,Ground,161273,184614,168657,-15957,1.0946,23341,0.1447,1.37,0.9412,11972,17697,15970,108
2026-05-25,Central,Sort Center,MSP2,ORD3,MSP2-ORD3,Ground,114813,133232,142015,8783,0.9382,18419,0.1604,1.2,0.9435,6922,1870,9580,96
2026-05-25,Central,Fulfillment Center,ORD3,MSP2,ORD3-MSP2,Ground,75350,80124,88721,8597,0.9031,4774,0.0634,1.5,0.9465,3676,430,5176,52
2026-05-25,Central,Sort Center,ORD3,MSP2,ORD3-MSP2,Ground,77762,76794,93644,16850,0.8201,-968,-0.0124,1.28,0.9414,3811,905,5611,49
2026-05-25,Central,Fulfillment Center,ORD3,MSP2,ORD3-MSP2,Linehaul,119373,122200,145577,23377,0.8394,2827,0.0237,1.26,0.9381,7275,2413,10907,86
2026-05-25,Central,Delivery Station,ORD3,MSP2,ORD3-MSP2,Air,41236,38177,46962,8785,0.8129,-3059,-0.0742,2.17,0.9587,1650,1664,2616,21
2026-05-25,East,Fulfillment Center,EWR4,JFK8,EWR4-JFK8,Ground,68303,74298,68970,-5328,1.0773,5995,0.0878,1.25,0.9173,6964,5723,5473,58
2026-05-25,East,Sort Center,EWR4,JFK8,EWR4-JFK8,Ground,52686,52160,58393,6233,0.8933,-526,-0.01,1.25,0.9506,2422,1359,4162,40
2026-05-25,East,Delivery Station,EWR4,JFK8,EWR4-JFK8,Ground,90857,98521,94628,-3893,1.0411,7664,0.0844,1.29,0.9563,3415,5302,6318,75
2026-05-25,East,Delivery Station,EWR4,JFK8,EWR4-JFK8,Ground,57065,60425,60048,-377,1.0063,3360,0.0589,1.19,0.9666,1561,663,3820,42
2026-05-25,East,Delivery Station,EWR4,JFK8,EWR4-JFK8,Air,56265,57107,62628,5521,0.9118,842,0.015,1.91,0.9439,3780,1671,4269,46
2026-05-25,East,Fulfillment Center,JFK8,BOS6,JFK8-BOS6,Ground,51933,54913,60094,5181,0.9138,2980,0.0574,1.2,0.939,2569,1859,3951,41
2026-05-25,East,Delivery Station,PHL6,BOS6,PHL6-BOS6,Ground,33283,34984,35222,238,0.9932,1701,0.0511,1.2,0.9488,1574,803,2652,22
2026-05-25,East,Delivery Station,PHL6,BOS6,PHL6-BOS6,Ground,61509,62403,67955,5552,0.9183,894,0.0145,1.45,0.9839,1001,1199,4682,37
2026-05-25,East,Fulfillment Center,PHL6,BOS6,PHL6-BOS6,Ground,156677,157255,176615,19360,0.8904,578,0.0037,1.55,0.9582,4770,770,10121,114
2026-05-25,East,Sort Center,PHL6,BOS6,PHL6-BOS6,Ground,96535,108834,111263,2429,0.9782,12299,0.1274,1.39,0.9789,1809,963,7388,78
2026-05-25,East,Sort Center,PHL6,BOS6,PHL6-BOS6,Ground,148125,145812,175304,29492,0.8318,-2313,-0.0156,1.58,0.9678,4738,680,14141,97
2026-05-25,East,Fulfillment Center,PHL6,BOS6,PHL6-BOS6,Ground,77584,88127,85239,-2888,1.0339,10543,0.1359,1.58,0.9324,6192,5849,7027,51
2026-05-25,South,Fulfillment Center,ATL2,MIA5,ATL2-MIA5,Ground,43117,48907,48074,-833,1.0173,5790,0.1343,1.48,0.97,1631,2416,4703,33
2026-05-25,South,Delivery Station,ATL2,MIA5,ATL2-MIA5,Ground,93731,82437,103076,20639,0.7998,-11294,-0.1205,1.46,0.9658,2916,272,7850,60
2026-05-25,South,Sort Center,ATL2,MIA5,ATL2-MIA5,Same-Day,57379,53570,71711,18141,0.747,-3809,-0.0664,2.36,0.963,2300,584,3763,33
2026-05-25,South,Delivery Station,ATL2,MIA5,ATL2-MIA5,Ground,78892,86961,86000,-961,1.0112,8069,0.1023,1.5,0.9332,4619,2658,6064,65
2026-05-25,South,Delivery Station,ATL2,MIA5,ATL2-MIA5,Ground,56568,57325,57658,333,0.9942,757,0.0134,1.35,0.9366,3675,1955,4408,44
2026-05-25,South,Fulfillment Center,BNA3,ATL2,BNA3-ATL2,Same-Day,46381,50437,54297,3860,0.9289,4056,0.0874,2.56,0.9683,1577,305,3572,29
2026-05-25,South,Fulfillment Center,CLT5,RDU2,CLT5-RDU2,Ground,157386,139369,166845,27476,0.8353,-18017,-0.1145,1.59,0.9791,2069,570,10922,85
2026-05-25,South,Sort Center,MIA5,ATL2,MIA5-ATL2,Ground,41011,38914,47863,8949,0.813,-2097,-0.0511,1.21,0.9517,2055,340,2666,29
2026-05-25,South,Fulfillment Center,MIA5,ATL2,MIA5-ATL2,Ground,34709,38497,36769,-1728,1.047,3788,0.1091,1.55,0.9527,1855,4631,2858,25
2026-05-25,South,Sort Center,MIA5,ATL2,MIA5-ATL2,Ground,117466,128226,123425,-4801,1.0389,10760,0.0916,1.31,0.9743,2323,5574,8120,98
2026-05-25,South,Delivery Station,MIA5,ATL2,MIA5-ATL2,Linehaul,75986,74067,86053,11986,0.8607,-1919,-0.0253,1.38,0.9791,1709,672,7320,52
2026-05-25,South,Delivery Station,MIA5,ATL2,MIA5-ATL2,Ground,84604,72308,95002,22694,0.7611,-12296,-0.1453,1.44,0.9718,2122,2536,4547,49
2026-05-25,South,Sort Center,MIA5,ATL2,MIA5-ATL2,Linehaul,144954,153683,155649,1966,0.9874,8729,0.0602,1.4,0.9811,2990,1113,12559,101
2026-05-25,South,Delivery Station,MIA5,ATL2,MIA5-ATL2,Same-Day,36470,33979,42578,8599,0.798,-2491,-0.0683,2.0,0.973,827,1636,2697,22
2026-05-25,South,Delivery Station,MIA5,ATL2,MIA5-ATL2,Ground,125160,146364,143340,-3024,1.0211,21204,0.1694,1.27,0.9307,8414,4352,13227,98
2026-05-25,South,Delivery Station,RDU2,CLT5,RDU2-CLT5,Ground,96697,93984,105788,11804,0.8884,-2713,-0.0281,1.58,0.9464,4123,828,7331,77
2026-05-25,South,Sort Center,RDU2,CLT5,RDU2-CLT5,Same-Day,34115,36905,40862,3957,0.9032,2790,0.0818,2.16,0.9354,2411,3165,2469,29
2026-05-25,West,Delivery Station,DEN4,SLC2,DEN4-SLC2,Air,17709,20480,21072,592,0.9719,2771,0.1565,2.02,0.9653,626,916,1303,14
2026-05-25,West,Sort Center,DEN4,SLC2,DEN4-SLC2,Air,56478,53103,65768,12665,0.8074,-3375,-0.0598,2.15,0.9516,2500,1250,3618,35
2026-05-25,West,Fulfillment Center,DEN4,SLC2,DEN4-SLC2,Ground,84417,79492,73529,-5963,1.0811,-4925,-0.0583,1.29,0.9325,6157,7288,7647,63
2026-05-25,West,Sort Center,DEN4,SLC2,DEN4-SLC2,Same-Day,58831,58866,66315,7449,0.8877,35,0.0006,2.59,0.979,1481,517,4838,32
2026-05-25,West,Delivery Station,LAS7,PHX3,LAS7-PHX3,Ground,91498,90785,93831,3046,0.9675,-713,-0.0078,1.39,0.9608,3328,1067,8340,72
2026-05-25,West,Delivery Station,LAX9,SAN5,LAX9-SAN5,Ground,37537,38858,36653,-2205,1.0602,1321,0.0352,1.43,0.9497,2053,3111,2870,23
2026-05-25,West,Delivery Station,LAX9,SAN5,LAX9-SAN5,Air,42002,42882,43405,523,0.988,880,0.021,2.02,0.9479,1686,1545,4197,24
2026-05-25,West,Sort Center,LAX9,SAN5,LAX9-SAN5,Linehaul,105969,99007,97839,-1168,1.0119,-6962,-0.0657,1.42,0.9542,4934,1238,6209,57
2026-05-25,West,Delivery Station,PDX5,SFO9,PDX5-SFO9,Air,66445,63162,63390,228,0.9964,-3283,-0.0494,2.18,0.9385,4413,1399,6281,40
2026-05-25,West,Sort Center,PDX5,SFO9,PDX5-SFO9,Ground,99727,103754,98717,-5037,1.051,4027,0.0404,1.57,0.9268,6388,6334,8728,72
2026-05-25,West,Fulfillment Center,PDX5,SFO9,PDX5-SFO9,Linehaul,83137,86122,100809,14687,0.8543,2985,0.0359,1.22,0.9705,2523,1223,5505,59
2026-05-25,West,Sort Center,PDX5,SFO9,PDX5-SFO9,Ground,97240,92689,109089,16400,0.8497,-4551,-0.0468,1.53,0.9402,4784,964,6736,52
2026-05-25,West,Sort Center,PDX5,SFO9,PDX5-SFO9,Linehaul,72312,78671,76180,-2491,1.0327,6359,0.0879,1.19,0.9651,2278,2788,6721,49
2026-05-25,West,Sort Center,PDX5,SFO9,PDX5-SFO9,Ground,60937,63164,70849,7685,0.8915,2227,0.0365,1.54,0.9675,1620,798,4589,46
2026-05-25,West,Fulfillment Center,PHX3,LAS7,PHX3-LAS7,Ground,71402,71481,88740,17259,0.8055,79,0.0011,1.47,0.9694,2374,494,6776,45
2026-05-25,West,Delivery Station,PHX3,LAS7,PHX3-LAS7,Ground,94176,97859,110158,12299,0.8884,3683,0.0391,1.34,0.9793,1434,1530,8012,69
2026-05-25,West,Delivery Station,SEA1,PDX5,SEA1-PDX5,Ground,63599,65656,67110,1454,0.9783,2057,0.0323,1.44,0.9468,3602,1036,4622,45
2026-05-25,West,Sort Center,SEA1,PDX5,SEA1-PDX5,Air,112217,104949,139026,34077,0.7549,-7268,-0.0648,1.72,0.9735,3221,1616,6623,84
2026-05-25,West,Fulfillment Center,SFO9,LAX9,SFO9-LAX9,Ground,37910,34216,38749,4533,0.883,-3694,-0.0974,1.52,0.9844,408,197,3247,20
2026-05-25,West,Fulfillment Center,SFO9,LAX9,SFO9-LAX9,Ground,36445,41002,37944,-3058,1.0806,4557,0.125,1.52,0.9223,2310,4748,2857,27
2026-05-25,West,Sort Center,SFO9,LAX9,SFO9-LAX9,Air,35163,31656,42108,10452,0.7518,-3507,-0.0997,1.95,0.9745,752,811,2299,22
2026-05-25,West,Fulfillment Center,SFO9,LAX9,SFO9-LAX9,Linehaul,102976,116996,127544,10548,0.9173,14020,0.1361,1.25,0.9407,6346,535,11210,73
2026-05-25,West,Fulfillment Center,SFO9,LAX9,SFO9-LAX9,Linehaul,109912,113563,118272,4709,0.9602,3651,0.0332,1.24,0.9574,4443,2922,9738,70
2026-05-25,West,Sort Center,SFO9,LAX9,SFO9-LAX9,Ground,87473,86308,104428,18120,0.8265,-1165,-0.0133,1.37,0.9366,4201,681,8107,58
2026-05-25,West,Delivery Station,SFO9,LAX9,SFO9-LAX9,Linehaul,99852,94158,121735,27577,0.7735,-5694,-0.057,1.15,0.9423,5061,577,6415,67
2026-05-25,West,Delivery Station,SLC2,DEN4,SLC2-DEN4,Ground,77490,81984,90217,8233,0.9087,4494,0.058,1.58,0.9591,3495,933,5801,63
2026-05-25,West,Fulfillment Center,SLC2,DEN4,SLC2-DEN4,Air,78698,86917,86997,80,0.9991,8219,0.1044,2.15,0.9593,4224,885,8129,49
2026-05-25,West,Delivery Station,SLC2,DEN4,SLC2-DEN4,Ground,26935,29427,27230,-2197,1.0807,2492,0.0925,1.55,0.9683,686,4611,2016,22
2026-06-01,Central,Fulfillment Center,DFW7,IAH3,DFW7-IAH3,Ground,116622,102929,126916,23987,0.811,-13693,-0.1174,1.46,0.9424,6364,985,8634,68
2026-06-01,Central,Fulfillment Center,DFW7,IAH3,DFW7-IAH3,Same-Day,29184,28363,26617,-1746,1.0656,-821,-0.0281,2.09,0.9351,1468,3345,1933,16
2026-06-01,Central,Sort Center,MSP2,ORD3,MSP2-ORD3,Air,54760,46414,65234,18820,0.7115,-8346,-0.1524,1.79,0.9591,1670,337,4104,36
2026-06-01,Central,Fulfillment Center,MSP2,ORD3,MSP2-ORD3,Same-Day,33646,34835,39848,5013,0.8742,1189,0.0353,2.02,0.9465,2157,596,3031,27
2026-06-01,Central,Fulfillment Center,MSP2,ORD3,MSP2-ORD3,Ground,156483,152337,188911,36574,0.8064,-4146,-0.0265,1.47,0.9758,4031,559,11227,87
2026-06-01,Central,Sort Center,MSP2,ORD3,MSP2-ORD3,Air,59335,57320,62734,5414,0.9137,-2015,-0.034,1.8,0.9781,915,1349,4133,43
2026-06-01,Central,Fulfillment Center,ORD3,MSP2,ORD3-MSP2,Air,74379,72625,89937,17312,0.8075,-1754,-0.0236,1.93,0.9725,2129,579,7136,43
2026-06-01,Central,Sort Center,ORD3,MSP2,ORD3-MSP2,Ground,109215,98666,135230,36564,0.7296,-10549,-0.0966,1.43,0.9545,3905,406,8745,76
2026-06-01,East,Fulfillment Center,EWR4,JFK8,EWR4-JFK8,Air,92303,95689,98395,2706,0.9725,3386,0.0367,1.77,0.9778,1964,1152,8050,59
2026-06-01,East,Delivery Station,EWR4,JFK8,EWR4-JFK8,Air,16338,17771,18499,728,0.9606,1433,0.0877,1.73,0.9577,553,621,1524,12
2026-06-01,East,Delivery Station,EWR4,JFK8,EWR4-JFK8,Ground,25277,25677,30787,5110,0.834,400,0.0158,1.42,0.9473,1006,389,2437,15
2026-06-01,East,Delivery Station,EWR4,JFK8,EWR4-JFK8,Air,21494,25578,26678,1100,0.9588,4084,0.19,2.26,0.9387,1748,882,1906,17
2026-06-01,East,Delivery Station,EWR4,JFK8,EWR4-JFK8,Ground,41840,43334,50788,7454,0.8532,1494,0.0357,1.33,0.9612,2005,1501,3759,34
2026-06-01,East,Delivery Station,JFK8,BOS6,JFK8-BOS6,Ground,37480,37479,38614,1135,0.9706,-1,-0.0,1.29,0.9747,735,2658,3564,26
2026-06-01,East,Delivery Station,JFK8,BOS6,JFK8-BOS6,Ground,75092,75187,88093,12906,0.8535,95,0.0013,1.29,0.9594,2211,77,6865,45
2026-06-01,East,Delivery Station,JFK8,BOS6,JFK8-BOS6,Ground,56192,70450,60115,-10335,1.1719,14258,0.2537,1.52,0.9104,7203,11237,5929,50
2026-06-01,East,Sort Center,JFK8,BOS6,JFK8-BOS6,Ground,31553,30855,33358,2503,0.925,-698,-0.0221,1.57,0.9507,1437,1159,2009,20
2026-06-01,East,Sort Center,JFK8,BOS6,JFK8-BOS6,Linehaul,39785,34675,46811,12136,0.7407,-5110,-0.1284,1.3,0.9351,2105,2239,2417,24
2026-06-01,East,Sort Center,JFK8,BOS6,JFK8-BOS6,Ground,42462,42608,41747,-861,1.0206,146,0.0034,1.25,0.9296,2506,2542,4251,24
2026-06-01,East,Fulfillment Center,JFK8,BOS6,JFK8-BOS6,Ground,59094,61819,65542,3723,0.9432,2725,0.0461,1.56,0.9485,3289,145,3978,44
2026-06-01,East,Sort Center,PHL6,BOS6,PHL6-BOS6,Air,48510,48804,57589,8785,0.8475,294,0.0061,2.08,0.9567,2315,122,3530,34
2026-06-01,East,Sort Center,PHL6,BOS6,PHL6-BOS6,Ground,25395,27934,26167,-1767,1.0675,2539,0.1,1.21,0.9678,660,2434,2243,16
2026-06-01,East,Sort Center,PHL6,BOS6,PHL6-BOS6,Air,77670,71858,84125,12267,0.8542,-5812,-0.0748,2.17,0.9498,2594,765,5149,43
2026-06-01,East,Delivery Station,PHL6,BOS6,PHL6-BOS6,Same-Day,38729,42663,42391,-272,1.0064,3934,0.1016,2.55,0.9651,1512,1347,4229,26
2026-06-01,East,Fulfillment Center,PHL6,BOS6,PHL6-BOS6,Ground,74813,73820,88091,14271,0.838,-993,-0.0133,1.43,0.965,1933,819,6216,49
2026-06-01,East,Sort Center,PHL6,BOS6,PHL6-BOS6,Linehaul,100470,97388,114173,16785,0.853,-3082,-0.0307,1.39,0.9752,2583,300,6732,69
2026-06-01,South,Delivery Station,ATL2,MIA5,ATL2-MIA5,Ground,70808,69916,83780,13864,0.8345,-892,-0.0126,1.26,0.9531,3910,342,5393,49
2026-06-01,South,Fulfillment Center,ATL2,MIA5,ATL2-MIA5,Ground,114472,101305,137047,35742,0.7392,-13167,-0.115,1.39,0.9593,4229,1076,6456,77
2026-06-01,South,Delivery Station,ATL2,MIA5,ATL2-MIA5,Same-Day,21539,22236,25666,3430,0.8664,697,0.0324,2.11,0.9719,513,577,1982,16
2026-06-01,South,Delivery Station,ATL2,MIA5,ATL2-MIA5,Ground,58366,56416,63524,7108,0.8881,-1950,-0.0334,1.51,0.9662,2019,950,4693,45
2026-06-01,South,Delivery Station,ATL2,MIA5,ATL2-MIA5,Ground,48573,48038,60258,12220,0.7972,-535,-0.011,1.56,0.9417,2812,130,3422,33
2026-06-01,South,Fulfillment Center,ATL2,MIA5,ATL2-MIA5,Ground,27285,32174,28123,-4051,1.144,4889,0.1792,1.47,0.9503,1864,4165,2060,23
2026-06-01,South,Delivery Station,ATL2,MIA5,ATL2-MIA5,Air,48563,53743,52786,-957,1.0181,5180,0.1067,2.12,0.9797,1005,1581,3863,32
2026-06-01,South,Fulfillment Center,ATL2,MIA5,ATL2-MIA5,Air,126163,115189,135930,20741,0.8474,-10974,-0.087,1.84,0.9365,6355,2290,9795,66
2026-06-01,South,Delivery Station,ATL2,MIA5,ATL2-MIA5,Linehaul,49943,53111,56936,3825,0.9328,3168,0.0634,1.12,0.9521,2792,85,4082,40
2026-06-01,South,Sort Center,BNA3,ATL2,BNA3-ATL2,Linehaul,80250,77168,88942,11774,0.8676,-3082,-0.0384,1.28,0.983,1424,914,5339,60
2026-06-01,South,Sort Center,BNA3,ATL2,BNA3-ATL2,Ground,102892,106021,127517,21496,0.8314,3129,0.0304,1.44,0.9747,2226,1107,7168,62
2026-06-01,South,Fulfillment Center,BNA3,ATL2,BNA3-ATL2,Ground,146953,138525,138613,88,0.9994,-8428,-0.0574,1.38,0.9492,5510,133,11897,88
2026-06-01,South,Delivery Station,BNA3,ATL2,BNA3-ATL2,Ground,88266,86526,100381,13855,0.862,-1740,-0.0197,1.52,0.956,3355,392,6023,67
2026-06-01,South,Fulfillment Center,BNA3,ATL2,BNA3-ATL2,Linehaul,130098,121371,133622,12251,0.9083,-8727,-0.0671,1.12,0.9727,3632,95,9764,88
2026-06-01,South,Sort Center,CLT5,RDU2,CLT5-RDU2,Linehaul,39782,42852,41149,-1703,1.0414,3070,0.0772,1.15,0.9384,2800,2517,3553,26
2026-06-01,South,Sort Center,CLT5,RDU2,CLT5-RDU2,Ground,123175,131965,141046,9081,0.9356,8790,0.0714,1.22,0.9707,4365,2487,9815,95
2026-06-01,South,Delivery Station,CLT5,RDU2,CLT5-RDU2,Air,81727,74933,93343,18410,0.8028,-6794,-0.0831,2.27,0.95,4363,461,5243,45
2026-06-01,South,Delivery Station,MIA5,ATL2,MIA5-ATL2,Ground,66461,62408,73708,11300,0.8467,-4053,-0.061,1.59,0.9822,902,1660,4476,49
2026-06-01,South,Sort Center,MIA5,ATL2,MIA5-ATL2,Ground,26303,28456,27250,-1206,1.0443,2153,0.0819,1.35,0.9648,898,1430,2054,16
2026-06-01,South,Fulfillment Center,MIA5,ATL2,MIA5-ATL2,Ground,137921,156755,150184,-6571,1.0438,18834,0.1366,1.42,0.9306,12930,7749,10595,89
2026-06-01,South,Delivery Station,MIA5,ATL2,MIA5-ATL2,Linehaul,107549,94630,117621,22991,0.8045,-12919,-0.1201,1.37,0.9743,1784,1688,6589,73
2026-06-01,South,Delivery Station,MIA5,ATL2,MIA5-ATL2,Ground,74000,81406,78113,-3293,1.0422,7406,0.1001,1.49,0.9606,2654,4671,5149,46
2026-06-01,South,Delivery Station,MIA5,ATL2,MIA5-ATL2,Ground,62065,63851,72591,8740,0.8796,1786,0.0288,1.27,0.9795,1243,1874,4285,39
2026-06-01,South,Fulfillment Center,MIA5,ATL2,MIA5-ATL2,Linehaul,151961,157683,188723,31040,0.8355,5722,0.0377,1.38,0.9589,6845,1208,11593,117
